,name,ratings,review_count,ctype,years,hq,employees
8647,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
8648,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
8649,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
8650,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
8651,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
8652,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
8653,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
8654,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
8655,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
8656,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
8657,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
8658,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
8659,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
8660,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
8661,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
8662,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
8663,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
8664,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
8665,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
8666,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
8667,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
8668,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
8669,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
8670,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
8671,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
8672,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
8673,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
8674,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
8675,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
8676,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
8677,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
8678,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
8679,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
8680,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
8681,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
8682,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
8683,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
8684,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
8685,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
8686,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
8687,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
8688,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
8689,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
8690,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
8691,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
8692,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
8693,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
8694,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
8695,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
8696,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
8697,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
8698,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
8699,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
8700,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
8701,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
8702,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
8703,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
8704,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
8705,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
8706,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
8707,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
8708,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
8709,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
8710,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
8711,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
8712,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
8713,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
8714,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
8715,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
8716,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
8717,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
8718,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
8719,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
8720,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
8721,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
8722,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
8723,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
8724,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
8725,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
8726,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
8727,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
8728,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
8729,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
8730,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
8731,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
8732,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
8733,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
8734,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
8735,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
8736,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
8737,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
8738,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
8739,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
8740,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
8741,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
8742,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
8743,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
8744,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
8745,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
8746,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
8747,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
8748,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
8749,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
8750,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
8751,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
8752,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
8753,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
8754,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
8755,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
8756,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
8757,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
8758,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
8759,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
8760,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
8761,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
8762,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
8763,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
8764,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
8765,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
8766,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
8767,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
8768,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
8769,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
8770,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
8771,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
8772,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
8773,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
8774,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
8775,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
8776,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
8777,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
8778,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
8779,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
8780,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
8781,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
8782,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
8783,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
8784,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
8785,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
8786,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
8787,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
8788,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
8789,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
8790,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
8791,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
8792,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
8793,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
8794,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
8795,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
8796,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
8797,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
8798,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
8799,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
8800,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
8801,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
8802,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
8803,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
8804,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
8805,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
8806,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
8807,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
8808,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
8809,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
8810,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
8811,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
8812,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
8813,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
8814,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
8815,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
8816,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
8817,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
8818,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
